frame,leader_x,leader_y,f1_x,f1_y,f2_x,f2_y,f3_x,f3_y,f4_x,f4_y
221,0.43604863,-2.6580645e-05,0.43599403,-1.5000235,0.4359953,1.4999492,0.43609062,-3.0000312,0.43608615,2.9999125
222,0.43959698,-2.5321991e-05,0.43953612,-1.5000298,0.4395402,1.4999487,0.43961316,-3.0000334,0.439607,2.9999092
223,0.44317618,-2.3524764e-05,0.44305566,-1.5000353,0.44312394,1.4999493,0.4431564,-3.0000384,0.44315222,2.9999087
224,0.4467185,-2.3749199e-05,0.44660085,-1.5000387,0.44666588,1.4999486,0.44673625,-3.0000339,0.4467295,2.9999104
225,0.45023844,-2.5653171e-05,0.4501552,-1.5000396,0.45018783,1.499946,0.45027822,-3.0000396,0.45027342,2.9999077
226,0.4537843,-2.5859663e-05,0.45370317,-1.5000358,0.4537346,1.499941,0.45379984,-3.0000436,0.45379382,2.9999042
227,0.4573654,-2.3621076e-05,0.45722052,-1.5000335,0.4573036,1.4999415,0.45734292,-3.0000486,0.4573393,2.9999032
228,0.46090668,-2.587225e-05,0.4607692,-1.5000318,0.46084994,1.499941,0.46090627,-3.0000465,0.46091947,2.999905
229,0.46443057,-2.830517e-05,0.4643452,-1.5000297,0.46436995,1.4999384,0.46444905,-3.0000498,0.46446362,2.9999042
230,0.46797284,-2.966269e-05,0.4678874,-1.5000312,0.46791524,1.499939,0.46797267,-3.0000541,0.46798408,2.9999013
231,0.47155312,-2.8043403e-05,0.4714102,-1.5000336,0.47150305,1.4999415,0.47151682,-3.0000598,0.47153008,2.9999013
232,0.47509342,-2.8313516e-05,0.47495618,-1.5000386,0.47504503,1.4999387,0.47507805,-3.000058,0.47511145,2.9999032
233,0.47861803,-2.8885188e-05,0.47853,-1.5000358,0.47856635,1.4999347,0.47862077,-3.0000615,0.47865576,2.9999008
234,0.4821622,-3.1058073e-05,0.48207122,-1.5000404,0.4821147,1.4999291,0.48214343,-3.0000646,0.48217687,2.999897
235,0.485745,-2.5863388e-05,0.48559207,-1.5000439,0.48567405,1.4999263,0.48568785,-3.00007,0.48572198,2.9998958
236,0.4892851,-3.1462456e-05,0.48913932,-1.5000416,0.48921832,1.4999303,0.48925027,-3.0000699,0.4893005,2.9998977
237,0.49280578,-3.5481455e-05,0.4926997,-1.500042,0.49273747,1.499933,0.4927898,-3.0000715,0.4928448,2.999895
238,0.4963529,-3.383145e-05,0.49624434,-1.50004,0.49628404,1.4999348,0.49631557,-3.0000718,0.49636528,2.9998915
239,0.4999113,-3.358699e-05,0.499765,-1.5000407,0.49986458,1.4999354,0.4998598,-3.0000732,0.49991116,2.999892
240,0.5034544,-3.1896096e-05,0.5033092,-1.5000398,0.5034069,1.4999366,0.50342417,-3.0000715,0.50349426,2.999894
241,0.5069739,-3.3572956e-05,0.5069004,-1.5000374,0.5069274,1.4999356,0.5069658,-3.0000713,0.5070376,2.9998927
242,0.510522,-3.229826e-05,0.5104413,-1.5000396,0.5104726,1.4999353,0.5104889,-3.000073,0.51055825,2.9998903
243,0.51410574,-2.9866998e-05,0.51396406,-1.5000429,0.51405454,1.499937,0.51403135,-3.0000768,0.5141042,2.99989
244,0.5176483,-3.158133e-05,0.51751125,-1.5000421,0.51759803,1.4999363,0.517609,-3.0000763,0.5176828,2.999892
245,0.52117306,-3.3312637e-05,0.5210812,-1.5000421,0.52111846,1.4999335,0.52115047,-3.000079,0.5212271,2.9998903
246,0.5247154,-3.7203747e-05,0.5246251,-1.5000414,0.52466494,1.4999305,0.524674,-3.0000823,0.5247472,2.9998875
247,0.5282937,-3.2453783e-05,0.5281473,-1.5000414,0.52823704,1.4999315,0.52821743,-3.0000877,0.5282927,2.999888
248,0.5318356,-3.7973266e-05,0.5316905,-1.500041,0.5317807,1.4999299,0.53179514,-3.0000827,0.53187525,2.9998896
249,0.5353544,-4.1173953e-05,0.53528166,-1.5000387,0.5353019,1.4999275,0.5353369,-3.0000885,0.53541875,2.9998863
250,0.5389034,-3.7728e-05,0.5388213,-1.5000412,0.5388485,1.499927,0.53885627,-3.0000923,0.5389399,2.9998827
251,0.5424664,-3.6990845e-05,0.54234505,-1.5000443,0.54242194,1.4999286,0.5424012,-3.0000963,0.5424868,2.9998767
252,0.54600924,-3.6617217e-05,0.5458893,-1.5000502,0.545966,1.4999281,0.54595923,-3.0000968,0.54605794,2.9998777
253,0.5495314,-3.7492355e-05,0.5494573,-1.5000459,0.54948765,1.4999257,0.549504,-3.0000951,0.54960114,2.999875
254,0.5530736,-4.1223244e-05,0.5529986,-1.5000519,0.55303305,1.4999254,0.5530236,-3.0000966,0.55312175,2.9998727
255,0.5566562,-4.0775958e-05,0.55651647,-1.5000552,0.55661094,1.4999273,0.55656993,-3.0000963,0.5566682,2.9998717
256,0.5601975,-4.1669122e-05,0.5600659,-1.5000529,0.5601537,1.4999262,0.560146,-3.0000968,0.56024146,2.9998736
257,0.5637208,-4.37429e-05,0.5636233,-1.5000532,0.56367517,1.499924,0.5636888,-3.0000956,0.5637845,2.9998717
258,0.56726557,-4.8813086e-05,0.5671669,-1.5000513,0.56722206,1.4999198,0.5672102,-3.0000966,0.56730574,2.9998686
259,0.57084274,-4.471902e-05,0.57068706,-1.5000515,0.57079655,1.4999201,0.5707536,-3.000097,0.5708517,2.9998674
260,0.5743846,-5.020371e-05,0.5742298,-1.5000515,0.5743411,1.4999185,0.5743472,-3.0000944,0.5744256,2.999869
261,0.5779032,-5.363987e-05,0.57782096,-1.5000508,0.57786244,1.4999155,0.5778879,-3.000098,0.57796884,2.9998674
262,0.5814511,-5.11985e-05,0.58136237,-1.5000528,0.58140856,1.4999131,0.58141094,-3.0001018,0.58149064,2.9998634
263,0.5850129,-5.0397794e-05,0.5848831,-1.5000557,0.5849854,1.4999149,0.58495533,-3.0001068,0.58503574,2.999861
264,0.5885563,-5.0418137e-05,0.58843035,-1.5000563,0.5885281,1.4999142,0.5885238,-3.0001035,0.58861464,2.9998617
265,0.59207845,-5.0736126e-05,0.5919918,-1.5000541,0.5920502,1.4999114,0.59206605,-3.0001097,0.5921583,2.9998589
266,0.5956234,-4.9491435e-05,0.5955356,-1.5000553,0.59559596,1.4999102,0.59558487,-3.0001144,0.59567887,2.9998555
267,0.5992102,-4.7232235e-05,0.5990588,-1.5000573,0.59916866,1.4999125,0.5991335,-3.000113,0.59922457,2.9998558
268,0.6027501,-4.9531838e-05,0.6026032,-1.5000596,0.60271275,1.499911,0.60269135,-3.000114,0.6028041,2.9998586
269,0.6062713,-5.2783755e-05,0.60617864,-1.5000546,0.6062334,1.4999092,0.6062361,-3.0001123,0.60634714,2.999857
270,0.6098179,-5.262856e-05,0.60972136,-1.5000596,0.6097805,1.4999106,0.6097575,-3.0001125,0.6098686,2.999854
271,0.6133875,-5.022045e-05,0.6132417,-1.5000633,0.61336124,1.4999127,0.6132997,-3.0001142,0.6134142,2.9998543
272,0.6169312,-5.1792755e-05,0.61678976,-1.5000604,0.616905,1.4999118,0.61689496,-3.0001125,0.61699504,2.9998567
273,0.6204516,-5.4226704e-05,0.6203498,-1.5000608,0.62042665,1.4999094,0.6204348,-3.0001156,0.6205396,2.9998546
274,0.6239977,-5.3608564e-05,0.6238948,-1.50006,0.62397355,1.4999073,0.62395513,-3.0001202,0.62406,2.999851
275,0.6275862,-5.066384e-05,0.6274139,-1.500061,0.6275454,1.4999086,0.62750345,-3.0001194,0.6276059,2.9998512
276,0.63112605,-5.29284e-05,0.63095766,-1.5000618,0.63108736,1.4999086,0.63106775,-3.0001173,0.6311848,2.9998531
277,0.6346511,-5.6536297e-05,0.63455135,-1.5000589,0.6346098,1.4999062,0.63461244,-3.0001183,0.63472897,2.999851
278,0.6381942,-6.217485e-05,0.6380916,-1.5000618,0.6381549,1.4999022,0.63813466,-3.0001202,0.6382496,2.9998474
279,0.6417633,-5.7633086e-05,0.6416156,-1.5000654,0.64173186,1.4999031,0.64167887,-3.0001247,0.6417952,2.9998477
280,0.6453055,-6.292407e-05,0.6451616,-1.5000699,0.6452732,1.4999013,0.6452566,-3.0001202,0.6453792,2.9998498
281,0.64882714,-6.5987435e-05,0.6487256,-1.5000722,0.6487947,1.4998987,0.648799,-3.0001261,0.6489237,2.999847
282,0.65237194,-6.85255e-05,0.6522675,-1.5000689,0.6523398,1.4998978,0.65231735,-3.0001297,0.6524441,2.9998426
283,0.65593374,-7.095025e-05,0.6557885,-1.5000669,0.6559184,1.4999003,0.65586364,-3.0001333,0.65599006,2.9998422
284,0.6594793,-6.5402775e-05,0.65933293,-1.5000663,0.6594605,1.4998987,0.6594238,-3.0001342,0.65956455,2.9998446
285,0.66299736,-6.217766e-05,0.6629204,-1.5000663,0.66298336,1.499896,0.6629702,-3.0001311,0.6631093,2.9998434
286,0.6665449,-6.108114e-05,0.6664615,-1.5000652,0.6665301,1.4998907,0.66648805,-3.0001285,0.6666296,2.9998407
287,0.6701263,-6.090333e-05,0.66998374,-1.5000654,0.6701024,1.4998902,0.6700348,-3.0001273,0.6701756,2.9998417
288,0.6736686,-6.0090653e-05,0.67352736,-1.5000653,0.6736438,1.4998901,0.6736197,-3.0001266,0.67375726,2.9998431
289,0.6771909,-6.029541e-05,0.67711717,-1.500063,0.67716706,1.4998914,0.67716104,-3.0001268,0.6773009,2.9998412
290,0.6807325,-6.0349215e-05,0.680658,-1.5000651,0.68071234,1.4998921,0.6806833,-3.0001278,0.680822,2.9998386
291,0.6843276,-5.756742e-05,0.6841787,-1.500069,0.68429303,1.4998937,0.6842288,-3.0001273,0.6843675,2.9998388
292,0.68786687,-6.0003636e-05,0.6877259,-1.5000687,0.68783486,1.4998932,0.6878133,-3.000125,0.68794817,2.9998407
293,0.6913896,-6.384151e-05,0.6912957,-1.5000666,0.69135636,1.4998904,0.6913558,-3.0001276,0.69149107,2.9998398
294,0.6949379,-6.3591564e-05,0.6948392,-1.5000668,0.6949025,1.4998888,0.69487804,-3.0001307,0.69501215,2.9998367
295,0.69850296,-6.290474e-05,0.6983614,-1.5000681,0.6984733,1.4998902,0.69842285,-3.000131,0.6985581,2.999837
296,0.70204514,-6.143971e-05,0.7019046,-1.5000725,0.7020168,1.4998881,0.70200115,-3.0001285,0.7021368,2.9998395
297,0.7055672,-6.1510495e-05,0.7054823,-1.5000712,0.70553875,1.4998858,0.70554453,-3.00013,0.7056802,2.9998372
298,0.70911217,-6.0464943e-05,0.7090236,-1.5000728,0.7090854,1.4998845,0.70906556,-3.0001328,0.7092016,2.9998348
299,0.7126956,-5.8228637e-05,0.7125478,-1.5000757,0.71265954,1.4998844,0.7126132,-3.0001311,0.7127467,2.9998355
300,0.71623635,-5.903022e-05,0.7160913,-1.5000808,0.7162003,1.4998853,0.7161961,-3.0001297,0.71632814,2.9998374
301,0.7197578,-6.1286686e-05,0.7196702,-1.5000764,0.7197219,1.4998837,0.7197386,-3.0001314,0.7198717,2.9998353
302,0.7233043,-6.0839946e-05,0.7232118,-1.5000824,0.7232662,1.49988,0.7232602,-3.0001342,0.7233935,2.9998322
303,0.72688776,-5.8096048e-05,0.7267313,-1.5000867,0.726837,1.4998801,0.7268056,-3.000134,0.7269404,2.9998302
304,0.7304294,-5.8264595e-05,0.73027873,-1.5000896,0.7303797,1.4998789,0.7303875,-3.0001307,0.73051393,2.999832
305,0.73395294,-6.0080878e-05,0.73383147,-1.5000936,0.73390144,1.4998766,0.73393005,-3.0001333,0.7340545,2.9998302
306,0.7374953,-6.569571e-05,0.7373797,-1.5000873,0.73744506,1.4998763,0.7374541,-3.000136,0.7375775,2.9998267
307,0.74107295,-6.1800136e-05,0.7408969,-1.5000834,0.74102384,1.4998766,0.7409973,-3.0001411,0.7411237,2.9998202
308,0.7446143,-6.645496e-05,0.74444395,-1.5000808,0.7445665,1.4998776,0.7445732,-3.0001364,0.74468553,2.999822
309,0.7481371,-6.962009e-05,0.7480134,-1.5000805,0.74808717,1.4998769,0.74811476,-3.0001416,0.74822974,2.9998186
310,0.75168097,-7.236576e-05,0.7515579,-1.5000781,0.75163,1.4998775,0.75163287,-3.0001454,0.75175023,2.9998162
311,0.75525206,-7.1753886e-05,0.75507885,-1.5000781,0.75522494,1.49988,0.75518197,-3.0001428,0.7552983,2.9998162
312,0.75879437,-7.346091e-05,0.75862175,-1.5000782,0.7587657,1.4998776,0.7587379,-3.0001438,0.75886244,2.9998152
313,0.7623187,-7.503201e-05,0.7622119,-1.5000765,0.76228654,1.4998741,0.7622832,-3.0001414,0.7624059,2.9998174
314,0.76586217,-7.69761e-05,0.7657509,-1.5000778,0.76583207,1.4998736,0.7658035,-3.000142,0.76592606,2.999817
315,0.76944405,-7.540797e-05,0.76927453,-1.500081,0.76939917,1.4998745,0.76934665,-3.0001426,0.76947093,2.999816
316,0.7729823,-7.578238e-05,0.77282053,-1.5000818,0.7729415,1.499875,0.7729418,-3.0001397,0.7730551,2.999817
317,0.7765061,-7.7968536e-05,0.77639055,-1.5000794,0.77646255,1.4998741,0.7764837,-3.0001419,0.7765968,2.9998155
318,0.78004915,-8.278874e-05,0.7799337,-1.5000799,0.7800086,1.4998755,0.780005,-3.000146,0.7801187,2.9998121
319,0.7836195,-8.193686e-05,0.78345495,-1.5000812,0.7835919,1.4998778,0.7835513,-3.0001516,0.7836647,2.9998093
320,0.78716284,-8.286344e-05,0.78699887,-1.5000813,0.78713304,1.4998759,0.7871107,-3.0001507,0.78723735,2.999809
321,0.7906838,-8.482127e-05,0.79058325,-1.500079,0.7906562,1.4998736,0.7906524,-3.0001523,0.790781,2.9998071
322,0.7942295,-8.444371e-05,0.79412436,-1.5000806,0.79420036,1.4998678,0.79417646,-3.0001535,0.7943018,2.9998035
323,0.7978211,-8.0963335e-05,0.79764813,-1.5000833,0.79777193,1.4998729,0.79772073,-3.0001552,0.79784536,2.9998038
324,0.8013615,-8.267183e-05,0.8011927,-1.5000894,0.80131495,1.4998678,0.80128974,-3.0001526,0.80143046,2.9998055
325,0.8048826,-8.645498e-05,0.8047634,-1.5000849,0.80483264,1.4998643,0.8048313,-3.0001533,0.8049718,2.999804
326,0.8084296,-8.589968e-05,0.80830556,-1.5000906,0.80838203,1.4998612,0.8083553,-3.0001562,0.8084944,2.999801
327,0.8119988,-8.348379e-05,0.81182617,-1.5000943,0.8119249,1.499856,0.81189775,-3.0001616,0.81204027,2.999795
328,0.8155422,-8.363917e-05,0.81537116,-1.5000988,0.8154699,1.4998637,0.8154745,-3.0001607,0.8156082,2.9997978
329,0.81906325,-8.498508e-05,0.8189273,-1.5001001,0.8189891,1.4998698,0.8190162,-3.0001624,0.8191515,2.9997935
330,0.82260895,-8.4697895e-05,0.82246995,-1.5000979,0.82253605,1.4998746,0.82253814,-3.0001652,0.82267034,2.99979
331,0.826193,-8.233316e-05,0.82599103,-1.5000976,0.82610136,1.4998771,0.8260844,-3.0001647,0.8262186,2.9997911
332,0.8297342,-8.3764804e-05,0.82953715,-1.5000974,0.8296446,1.4998765,0.8296695,-3.0001628,0.8297844,2.9997919
333,0.83325726,-8.625358e-05,0.83311296,-1.5000974,0.8331646,1.499873,0.8332116,-3.0001638,0.8333294,2.99979
334,0.83680403,-8.5251944e-05,0.8366559,-1.5000963,0.836709,1.4998668,0.8367329,-3.0001664,0.83684903,2.999786
335,0.8403828,-8.235579e-05,0.8401767,-1.5000968,0.84026676,1.4998713,0.8402777,-3.0001695,0.84039503,2.9997828
336,0.8439229,-8.3719206e-05,0.8437212,-1.500096,0.84380835,1.499866,0.84385246,-3.000169,0.84396535,2.9997833
337,0.84744513,-8.58655e-05,0.8473141,-1.5000938,0.8473252,1.4998624,0.8473949,-3.0001705,0.8475078,2.9997818
338,0.8509906,-8.5461324e-05,0.8508552,-1.5000964,0.8508762,1.4998657,0.8509171,-3.0001733,0.85102886,2.9997787
339,0.85457605,-8.2222316e-05,0.8543768,-1.5000999,0.85441494,1.4998677,0.85446167,-3.0001779,0.8545731,2.9997795
340,0.8581155,-8.5307736e-05,0.85792255,-1.5001051,0.8579616,1.4998657,0.8580401,-3.0001736,0.8581651,2.9997814
341,0.8616371,-8.884165e-05,0.86148316,-1.5001037,0.8614799,1.4998623,0.86158,-3.000179,0.86170524,2.9997802
342,0.865185,-8.7058186e-05,0.8650247,-1.5001059,0.8650283,1.4998562,0.8651014,-3.000183,0.86522734,2.999777
343,0.86873907,-8.7240274e-05,0.8685484,-1.5001065,0.8685835,1.4998556,0.86864924,-3.0001812,0.8687749,2.9997709
344,0.8722838,-8.457426e-05,0.8720937,-1.5001062,0.8721289,1.4998603,0.87220556,-3.000182,0.8723361,2.9997706
345,0.8758021,-8.554077e-05,0.8756566,-1.5001068,0.87564784,1.4998624,0.8757505,-3.0001802,0.87587965,2.99977
346,0.87934995,-8.456872e-05,0.87919956,-1.5001044,0.87919503,1.4998627,0.879271,-3.0001802,0.8794008,2.9997702
347,0.8829399,-8.23358e-05,0.88272035,-1.5001049,0.8827653,1.4998628,0.88281506,-3.0001793,0.8829457,2.9997704
348,0.88648057,-8.3677776e-05,0.886267,-1.5001048,0.8863092,1.4998642,0.88640904,-3.0001764,0.88652015,2.999773
349,0.8900047,-8.65723e-05,0.88984436,-1.5001055,0.8898274,1.4998626,0.8899491,-3.0001793,0.8900649,2.9997709
350,0.89354974,-8.699941e-05,0.89338666,-1.5001069,0.8933761,1.4998641,0.893469,-3.0001829,0.89358497,2.999767
351,0.8971218,-8.434332e-05,0.89690846,-1.5001093,0.8969641,1.4998664,0.8970173,-3.0001826,0.8971316,2.999763
352,0.9006626,-8.466388e-05,0.90045375,-1.5001094,0.90050143,1.499864,0.9005837,-3.0001805,0.9007004,2.999763
353,0.9041804,-8.68131e-05,0.90403736,-1.5001068,0.90402395,1.4998609,0.9041278,-3.000181,0.90424323,2.9997613
354,0.907726,-8.592065e-05,0.9075776,-1.5001082,0.9075648,1.499855,0.9076498,-3.0001829,0.9077634,2.9997585
355,0.9113185,-8.357333e-05,0.91110235,-1.5001111,0.9111493,1.4998604,0.9111944,-3.0001879,0.911308,2.9997594
356,0.91485703,-8.5414315e-05,0.91464573,-1.5001168,0.91468763,1.4998549,0.9147736,-3.000183,0.91489613,2.9997613
357,0.9183835,-8.826379e-05,0.9182204,-1.5001117,0.9182135,1.499852,0.9183162,-3.0001888,0.9184369,2.9997587
358,0.92192626,-9.392384e-05,0.92176265,-1.5001173,0.9217581,1.4998469,0.9218355,-3.0001922,0.92195934,2.999755
359,0.9254778,-8.94495e-05,0.9252815,-1.5001214,0.92528903,1.4998449,0.9253818,-3.0001967,0.9255083,2.9997487
360,0.9290225,-9.2631795e-05,0.9288277,-1.500126,0.9287852,1.4998505,0.92893696,-3.000199,0.9290514,2.9997475
361,0.93253946,-9.367649e-05,0.93238306,-1.5001284,0.9322967,1.4998523,0.9324823,-3.0001945,0.932589,2.9997492
362,0.9360891,-9.063425e-05,0.9359263,-1.5001231,0.9358289,1.4998548,0.93600273,-3.0001922,0.93611497,2.99975
363,0.93964905,-9.041668e-05,0.93944716,-1.5001203,0.93936294,1.4998549,0.9395471,-3.0001926,0.93966126,2.9997504
364,0.94319135,-8.895527e-05,0.9429936,-1.5001174,0.94292784,1.4998552,0.9431209,-3.0001926,0.94323426,2.9997506
365,0.94671094,-8.97502e-05,0.94655764,-1.5001171,0.9464598,1.499856,0.946664,-3.0001917,0.94677657,2.9997518
366,0.95025766,-8.8166336e-05,0.9501006,-1.500115,0.94998735,1.4998558,0.95018494,-3.000193,0.95029914,2.9997506
367,0.95385075,-8.5673986e-05,0.9536206,-1.5001154,0.9535312,1.4998574,0.9537278,-3.0001948,0.9538429,2.9997504
368,0.95739174,-8.6446955e-05,0.957167,-1.5001148,0.9570887,1.4998573,0.95732147,-3.0001924,0.9574256,2.9997506
369,0.96091473,-8.845352e-05,0.9607527,-1.5001129,0.96063316,1.4998602,0.9608621,-3.0001948,0.9609681,2.9997487
370,0.9644589,-9.392986e-05,0.9642934,-1.500115,0.964153,1.4998595,0.9643834,-3.0001974,0.96448976,2.9997454
371,0.96802896,-8.903431e-05,0.9678172,-1.5001184,0.96769744,1.4998593,0.96792895,-3.0001976,0.96803576,2.9997423
372,0.9715719,-9.482326e-05,0.9713611,-1.500124,0.97127986,1.4998597,0.9715025,-3.0001948,0.97160697,2.9997427
373,0.97509205,-9.9675075e-05,0.9749335,-1.5001197,0.9748211,1.4998609,0.97504514,-3.0001955,0.97514814,2.9997404
374,0.97863233,-0.0001051552,0.9784767,-1.5001253,0.9783383,1.4998599,0.97856784,-3.0001981,0.97866553,2.9997373
375,0.9822,-0.000101436526,0.9819961,-1.5001292,0.9818815,1.4998611,0.98211133,-3.0002036,0.9822055,2.999737
376,0.98574305,-0.00010713868,0.98554176,-1.500133,0.9854741,1.4998643,0.9856897,-3.0002005,0.98580045,2.9997392
377,0.98926365,-0.00011161185,0.9891017,-1.5001327,0.9890154,1.4998621,0.98923075,-3.0002043,0.9893406,2.999736
378,0.9928112,-0.000108496795,0.9926468,-1.5001328,0.9925377,1.4998587,0.9927524,-3.000208,0.9928624,2.9997315
379,0.9963794,-0.00010827417,0.9961686,-1.5001322,0.9960842,1.4998536,0.9963005,-3.000207,0.9964105,2.9997258
380,0.9999227,-0.00010811102,0.99971503,-1.5001316,0.9996429,1.4998531,0.9998698,-3.0002077,0.9999611,2.9997232
381,1.0034431,-0.000108868524,1.003293,-1.5001293,1.0031823,1.4998565,1.0034145,-3.000206,1.0035083,2.999729
382,1.0069886,-0.00010789382,1.0068346,-1.5001296,1.006705,1.4998597,1.0069355,-3.0002062,1.0070276,2.9997323
383,1.0105828,-0.00010540077,1.0103551,-1.5001314,1.0102524,1.4998617,1.0104795,-3.000207,1.0105757,2.999735
384,1.0141219,-0.00010740106,1.0138998,-1.5001342,1.0138175,1.4998621,1.0140736,-3.000205,1.0141388,2.9997344
385,1.0176449,-0.00011059127,1.0174766,-1.5001328,1.0173601,1.4998649,1.0176144,-3.000208,1.0176843,2.9997368
386,1.0211905,-0.00011089986,1.0210176,-1.5001343,1.020879,1.4998635,1.0211343,-3.0002117,1.021205,2.9997358
387,1.0247657,-0.00010842417,1.0245402,-1.5001377,1.0244266,1.4998643,1.0246816,-3.0002108,1.0247486,2.9997354
388,1.0283079,-0.00010972763,1.0280849,-1.5001377,1.0280086,1.4998666,1.0282499,-3.0002086,1.0283349,2.999736
389,1.0318319,-0.0001116641,1.0316639,-1.5001351,1.0315466,1.4998655,1.0317924,-3.0002093,1.031877,2.999733
390,1.0353746,-0.00011664375,1.0352061,-1.5001374,1.0350714,1.4998637,1.0353148,-3.0002117,1.035399,2.9997292
391,1.0389558,-0.00011173619,1.03873,-1.5001401,1.0386157,1.4998583,1.0388589,-3.0002174,1.0389458,2.9997232
392,1.0424978,-0.00011704914,1.0422738,-1.5001451,1.0421808,1.4998628,1.0424368,-3.000213,1.0425103,2.9997232
393,1.0460186,-0.00011989358,1.0458498,-1.5001407,1.045723,1.4998584,1.045979,-3.0002186,1.0460536,2.9997241
394,1.049565,-0.0001232101,1.0493884,-1.500147,1.0492435,1.4998561,1.0494975,-3.0002227,1.0495745,2.9997241
395,1.0531222,-0.00012603294,1.052908,-1.5001515,1.0527902,1.4998531,1.053047,-3.0002196,1.0531207,2.9997253
396,1.0566648,-0.00012039184,1.0564562,-1.5001502,1.0563414,1.4998491,1.0566057,-3.00022,1.056706,2.9997272
397,1.0601853,-0.000116088995,1.0600075,-1.500151,1.0598867,1.4998566,1.0601491,-3.00022,1.0602483,2.9997258
398,1.0637316,-0.00011469921,1.0635542,-1.5001494,1.0634053,1.4998621,1.0636715,-3.0002203,1.0637695,2.9997227
399,1.0673076,-0.000112973976,1.0670719,-1.5001506,1.066952,1.4998671,1.0672138,-3.0002205,1.0673156,2.9997191
400,1.0708492,-0.000113059694,1.0706182,-1.5001507,1.0705078,1.4998696,1.0708079,-3.0002186,1.0708838,2.9997191
401,1.074372,-0.00011375193,1.0742108,-1.5001493,1.0740522,1.4998693,1.0743486,-3.0002222,1.0744258,2.9997182
402,1.0779177,-0.00011198308,1.077751,-1.5001498,1.0775725,1.4998665,1.0778706,-3.000227,1.0779464,2.9997153
403,1.081486,-0.00011018163,1.0812742,-1.500152,1.0811195,1.4998626,1.0814178,-3.0002263,1.0814943,2.999715
404,1.0850252,-0.000109545916,1.0848194,-1.5001515,1.0846745,1.4998637,1.0849825,-3.0002263,1.0850625,2.999716
405,1.0885501,-0.00010942207,1.0883995,-1.5001495,1.0882183,1.4998655,1.0885277,-3.0002244,1.0886062,2.9997158
406,1.0920916,-0.0001091199,1.0919412,-1.5001502,1.0917404,1.4998655,1.0920476,-3.0002244,1.0921289,2.999715
407,1.0956875,-0.000105960695,1.0954647,-1.5001526,1.0952849,1.4998645,1.0955921,-3.000224,1.095677,2.9997149
408,1.0992267,-0.000107408014,1.099008,-1.5001583,1.0988407,1.4998658,1.0991828,-3.000222,1.0992271,2.9997149
409,1.10275,-0.00011014197,1.1025836,-1.5001534,1.102385,1.4998678,1.1027235,-3.0002253,1.1027724,2.9997168
410,1.1062957,-0.0001102952,1.1061258,-1.5001591,1.1059037,1.4998664,1.106244,-3.0002294,1.1062922,2.9997156
411,1.1098704,-0.00010761437,1.1096451,-1.5001626,1.1094519,1.4998682,1.1097903,-3.0002291,1.1098388,2.9997156
412,1.1134117,-0.000107668064,1.1131918,-1.5001658,1.1130327,1.499868,1.1133621,-3.0002267,1.1133883,2.9997146
413,1.1169336,-0.00010983159,1.116751,-1.5001689,1.1165748,1.499871,1.1169053,-3.0002277,1.1169333,2.9997187
414,1.1204787,-0.00010949161,1.1202961,-1.5001626,1.1200905,1.4998695,1.1204263,-3.0002303,1.1204543,2.999721
415,1.1240635,-0.00010697726,1.1238148,-1.5001578,1.1236411,1.4998696,1.1239734,-3.0002296,1.1240021,2.999725
416,1.1276033,-0.000108558226,1.1273618,-1.5001566,1.1272222,1.4998697,1.1275595,-3.0002272,1.1275588,2.9997237
417,1.1311233,-0.00011209053,1.1309351,-1.5001564,1.1307613,1.4998722,1.1311017,-3.0002284,1.131102,2.999729
418,1.1346658,-0.00011186336,1.1344774,-1.5001553,1.1342798,1.4998709,1.1346241,-3.0002313,1.1346186,2.9997306
419,1.1382604,-0.000109071174,1.1379987,-1.5001559,1.1378223,1.4998703,1.1381695,-3.0002375,1.1381584,2.99973
420,1.141799,-0.000110533605,1.1415428,-1.5001569,1.1414115,1.4998698,1.1417394,-3.0002332,1.1417482,2.99973
421,1.1453235,-0.0001135993,1.1451298,-1.5001549,1.144952,1.4998686,1.1452817,-3.0002387,1.1452868,2.9997296
422,1.1488707,-0.00011395487,1.148669,-1.500157,1.1484747,1.4998661,1.1488004,-3.000243,1.1488103,2.9997275
423,1.152432,-0.00011241891,1.1521931,-1.5001603,1.1520209,1.4998603,1.1523479,-3.0002418,1.1523563,2.9997253
424,1.1559737,-0.00011200262,1.1557375,-1.5001663,1.1555732,1.4998615,1.1559101,-3.000243,1.1559217,2.999726
425,1.1594951,-0.000113425485,1.1593047,-1.5001626,1.1591175,1.4998624,1.1594551,-3.0002413,1.1594634,2.999725
426,1.1630417,-0.00011281389,1.1628466,-1.5001681,1.162635,1.4998621,1.1629763,-3.0002413,1.1629866,2.9997232
427,1.1666316,-0.0001099058,1.1663667,-1.5001721,1.1661865,1.4998627,1.1665207,-3.0002408,1.1665295,2.999723
428,1.1701744,-0.00011100512,1.1699126,-1.5001764,1.1697671,1.4998657,1.1701133,-3.0002384,1.1701187,2.9997246
429,1.1736944,-0.000111699,1.1734732,-1.5001782,1.1733108,1.4998637,1.1736547,-3.0002408,1.1736591,2.9997237
430,1.1772426,-0.00010969827,1.1770169,-1.500174,1.1768342,1.4998621,1.177176,-3.0002434,1.1771796,2.99972
