frame,leader_x,leader_y,f1_x,f1_y,f2_x,f2_y
357,0.8784317,-0.00022289003,0.87829924,-1.5000986,0.87824947,1.4997841
358,0.8819994,-0.00022522407,0.881825,-1.5001009,0.88177395,1.4997816
359,0.88554037,-0.00022202538,0.88537085,-1.500103,0.8853164,1.4997772
360,0.8890627,-0.00021999911,0.88892865,-1.500103,0.88888395,1.4997779
361,0.89260757,-0.00021715529,0.89247286,-1.5001029,0.8924232,1.4997789
362,0.8961832,-0.00021795728,0.89599615,-1.5001047,0.89594585,1.4997762
363,0.8997244,-0.00021508372,0.8995407,-1.500107,0.89948803,1.4997706
364,0.90324706,-0.00021550716,0.90309846,-1.5001067,0.9030395,1.4997698
365,0.9067932,-0.00021145833,0.9066438,-1.5001038,0.90658224,1.4997716
366,0.9103768,-0.00021166212,0.91016465,-1.5001045,0.910104,1.4997704
367,0.91391593,-0.00021178313,0.9137145,-1.5001032,0.9136518,1.4997702
368,0.9174401,-0.00021408332,0.91725874,-1.5001014,0.91719615,1.4997705
369,0.92098206,-0.00021917705,0.92080164,-1.5001012,0.9207389,1.4997723
370,0.92455375,-0.00021881025,0.92432755,-1.5001006,0.92426234,1.4997699
371,0.9280932,-0.00022184939,0.9278704,-1.5001023,0.92780846,1.4997687
372,0.93161786,-0.00022536673,0.9314323,-1.500102,0.9313834,1.4997684
373,0.9351622,-0.0002312437,0.93497545,-1.5001022,0.934923,1.4997685
374,0.93872833,-0.00023113465,0.9384983,-1.5001044,0.9384474,1.4997656
375,0.94226795,-0.00023427387,0.9420436,-1.5001086,0.9419951,1.4997619
376,0.9457924,-0.00023807888,0.9456029,-1.5001086,0.9455409,1.4997609
377,0.9493391,-0.0002449058,0.94914514,-1.5001075,0.94908595,1.4997628
378,0.95289624,-0.00024721108,0.9526675,-1.5001088,0.95260614,1.4997599
379,0.95643944,-0.00024395922,0.95621496,-1.500111,0.9561558,1.4997596
380,0.95996034,-0.00024366207,0.9597537,-1.5001136,0.95971256,1.4997598
381,0.9635096,-0.00024312912,0.9632981,-1.5001081,0.96325815,1.4997599
382,0.96706694,-0.00024289377,0.96681786,-1.5001061,0.9667808,1.4997572
383,0.97061044,-0.00024057768,0.970365,-1.5001063,0.97032815,1.4997531
384,0.9741342,-0.00024209995,0.9739366,-1.500104,0.9738778,1.4997544
385,0.9776798,-0.00024515143,0.9774764,-1.5001045,0.9774179,1.4997559
386,0.9812192,-0.00024609297,0.9810008,-1.5001067,0.9809377,1.4997538
387,0.98475975,-0.0002466098,0.98454344,-1.5001123,0.9844805,1.4997509
388,0.9882829,-0.00024907512,0.98810506,-1.5001118,0.9880434,1.4997483
389,0.9918317,-0.0002526859,0.9916456,-1.500114,0.9915848,1.49975
390,0.9953795,-0.00025520008,0.99517024,-1.5001163,0.99510694,1.4997505
391,0.998922,-0.00025051643,0.9987171,-1.5001205,0.9986545,1.4997501
392,1.0024434,-0.0002482058,1.0022721,-1.5001204,1.0022348,1.499749
393,1.0059904,-0.0002437692,1.005817,-1.5001192,1.0057751,1.4997492
394,1.009535,-0.00024358559,1.0093397,-1.5001194,1.0092983,1.499746
395,1.013082,-0.00023942771,1.0128857,-1.5001198,1.0128438,1.4997427
396,1.0166028,-0.00023812652,1.0164213,-1.5001185,1.016417,1.4997426
397,1.0201504,-0.00023547577,1.0199565,-1.500121,1.0199573,1.4997394
398,1.0237052,-0.00023523564,1.0234804,-1.5001265,1.0234822,1.4997355
399,1.0272497,-0.00023325437,1.0270231,-1.5001327,1.0270277,1.4997293
400,1.0307713,-0.00023379763,1.0306039,-1.5001299,1.0305902,1.4997281
401,1.0343198,-0.00023327209,1.0341434,-1.5001355,1.0341309,1.4997302
402,1.0378866,-0.00023205916,1.0376664,-1.5001395,1.0376549,1.4997298
403,1.0414279,-0.00023245337,1.0412127,-1.5001446,1.0411988,1.4997301
404,1.0449507,-0.0002344803,1.0447608,-1.5001485,1.0447636,1.499731
405,1.0484971,-0.0002376225,1.0483055,-1.5001427,1.048306,1.4997331
406,1.0520556,-0.00023982818,1.0518255,-1.5001404,1.0518283,1.4997315
407,1.0556,-0.00023864994,1.0553744,-1.50014,1.0553733,1.49973
408,1.0591234,-0.00023823485,1.0589291,-1.50014,1.0589142,1.4997298
409,1.0626678,-0.00023773935,1.0624725,-1.5001369,1.0624499,1.4997258
410,1.0662355,-0.00023733445,1.0659949,-1.5001367,1.0659764,1.4997203
411,1.0697758,-0.00023763374,1.069542,-1.5001367,1.0695212,1.4997123
412,1.0732993,-0.00023898446,1.0730836,-1.5001377,1.0730588,1.499712
413,1.0768441,-0.00024290706,1.0766268,-1.5001346,1.0765985,1.4997119
414,1.080421,-0.00024154311,1.0801492,-1.500134,1.0801216,1.4997109
415,1.0839611,-0.00024380516,1.0836945,-1.5001329,1.0836694,1.499711
416,1.0874846,-0.0002472138,1.087244,-1.5001316,1.0872406,1.4997121
417,1.0910306,-0.00025286927,1.0907873,-1.5001293,1.0907829,1.4997114
418,1.0945989,-0.00025255696,1.0943094,-1.5001298,1.0943058,1.4997095
419,1.0981389,-0.00025475043,1.0978559,-1.5001322,1.0978538,1.4997059
420,1.101663,-0.00025529967,1.1013983,-1.5001336,1.1013987,1.4997056
421,1.1052084,-0.0002554861,1.1049433,-1.5001292,1.104938,1.4997058
422,1.1087785,-0.0002549022,1.1084628,-1.5001285,1.1084664,1.4997063
423,1.112318,-0.00025616097,1.1120114,-1.5001287,1.112007,1.4997053
424,1.1158425,-0.00025869333,1.1155708,-1.5001274,1.1155808,1.4997047
425,1.1193887,-0.00026456596,1.1191136,-1.5001266,1.1191211,1.4997051
426,1.1229526,-0.00026568698,1.1226363,-1.5001297,1.1226454,1.4997026
427,1.1264931,-0.00026516092,1.1261857,-1.5001312,1.1261884,1.4996982
428,1.1300163,-0.00026645997,1.1297263,-1.5001314,1.1297596,1.4996967
429,1.1335629,-0.00026926235,1.1332685,-1.5001297,1.1332965,1.499696
430,1.1371248,-0.00026861986,1.1367896,-1.5001323,1.1368189,1.4996927
431,1.1406668,-0.00026877015,1.140335,-1.500137,1.1403617,1.4996873
432,1.1441891,-0.00027065264,1.1438886,-1.5001388,1.1439346,1.4996865
433,1.1477354,-0.00027399656,1.1474351,-1.500135,1.1474785,1.4996845
434,1.15129,-0.00027668392,1.1509551,-1.5001334,1.1510016,1.4996823
435,1.1548394,-0.0002733487,1.1545035,-1.5001284,1.1545458,1.4996774
436,1.1583579,-0.00027231054,1.1580491,-1.5001248,1.158109,1.4996765
437,1.1619077,-0.00027197826,1.16159,-1.5001268,1.161648,1.499676
438,1.1654671,-0.00027259567,1.1651146,-1.5001332,1.1651719,1.4996736
439,1.1690106,-0.00027117936,1.1686621,-1.5001403,1.1687162,1.4996692
440,1.1725327,-0.00027308695,1.1721988,-1.5001432,1.1722987,1.4996704
441,1.1760783,-0.00027495087,1.1757396,-1.5001386,1.1758368,1.4996678
442,1.1796508,-0.00027412883,1.179263,-1.500137,1.1793622,1.4996643
443,1.1831912,-0.0002764236,1.1828091,-1.5001352,1.1829045,1.4996572
444,1.186715,-0.00027944543,1.186369,-1.5001358,1.1864705,1.4996592
445,1.1902615,-0.00028492624,1.189913,-1.5001336,1.1900105,1.4996529
446,1.193829,-0.00028529583,1.1934355,-1.5001342,1.1935327,1.4996477
447,1.1973704,-0.0002845358,1.1969804,-1.500135,1.1970797,1.4996421
448,1.2008951,-0.00028490543,1.2005444,-1.500135,1.2006193,1.4996376
449,1.2044399,-0.00028430682,1.2040855,-1.5001373,1.2041655,1.4996434
450,1.2080106,-0.0002845472,1.2076098,-1.5001404,1.2076875,1.4996463
451,1.211551,-0.00028339506,1.2111546,-1.5001469,1.2112287,1.4996506
452,1.2150742,-0.00028466116,1.2147169,-1.5001458,1.2147864,1.4996542
453,1.2186184,-0.00028801963,1.2182571,-1.5001503,1.2183291,1.4996481
454,1.2221928,-0.00028835377,1.2217814,-1.500155,1.2218537,1.4996425
455,1.2257328,-0.00029075908,1.2253269,-1.5001601,1.2253987,1.499635
456,1.2292564,-0.00029419683,1.228874,-1.5001616,1.2289284,1.499633
457,1.2328027,-0.00030032254,1.2324188,-1.5001568,1.232465,1.4996306
458,1.2363741,-0.00029951025,1.2359383,-1.5001549,1.2359853,1.499628
459,1.239913,-0.00030310347,1.2394868,-1.5001546,1.2395239,1.4996291
460,1.2434398,-0.00030564124,1.2430388,-1.5001556,1.243095,1.4996299
461,1.2469826,-0.00031065458,1.2465856,-1.500152,1.2466273,1.4996306
462,1.2505444,-0.00030918987,1.2501075,-1.5001513,1.2501577,1.4996297
463,1.2540853,-0.00031409704,1.2536544,-1.5001483,1.2537031,1.499629
464,1.25761,-0.0003182887,1.2572005,-1.5001471,1.2572484,1.4996295
465,1.2611564,-0.00032435718,1.2607429,-1.5001447,1.260791,1.4996316
466,1.264703,-0.0003265344,1.2642677,-1.5001465,1.2643125,1.4996285
467,1.2682467,-0.0003206604,1.2678146,-1.5001466,1.2678612,1.4996276
468,1.2717679,-0.00031803257,1.2713708,-1.5001466,1.2714102,1.4996283
469,1.2753143,-0.00031370958,1.274914,-1.5001462,1.2749536,1.4996284
470,1.2788588,-0.00031359273,1.2784389,-1.500148,1.2784774,1.499626
471,1.2824043,-0.00030957538,1.281984,-1.5001509,1.2820203,1.4996226
472,1.2859268,-0.000309344,1.2855332,-1.5001496,1.2855796,1.4996231
473,1.2894746,-0.00030874653,1.2890741,-1.5001463,1.2891247,1.4996252
474,1.2930319,-0.00030778025,1.2925992,-1.5001482,1.2926433,1.4996221
475,1.296578,-0.0003068055,1.2961475,-1.5001478,1.2961947,1.4996214
476,1.3001014,-0.00030859033,1.2996951,-1.5001477,1.2997378,1.4996223
477,1.3036491,-0.0003101072,1.3032382,-1.500147,1.3032826,1.4996235
478,1.3071887,-0.00031011546,1.3067611,-1.5001453,1.3068078,1.4996215
479,1.3107315,-0.00030896443,1.3103058,-1.5001448,1.3103496,1.4996189
480,1.3142542,-0.00031068895,1.3138535,-1.5001426,1.3138956,1.4996182
481,1.317799,-0.00031417725,1.3173968,-1.5001397,1.3174328,1.49962
482,1.321359,-0.00031480048,1.3209201,-1.5001391,1.320936,1.4996153
483,1.3249031,-0.00031550793,1.3244668,-1.5001385,1.3244891,1.4996163
484,1.3284243,-0.00031750955,1.3280059,-1.5001384,1.3280388,1.4996152
485,1.3319722,-0.00031622028,1.3315455,-1.5001382,1.3315866,1.4996145
486,1.3355362,-0.00031509192,1.3350681,-1.5001421,1.3350946,1.4996098
487,1.3390784,-0.00031514012,1.3386135,-1.5001484,1.3386508,1.4996074
488,1.3426014,-0.00031674653,1.3421652,-1.500148,1.3421731,1.499604
489,1.3461487,-0.00032008064,1.3457085,-1.500148,1.3457212,1.4996016
490,1.3497032,-0.00032363416,1.3492321,-1.5001478,1.3492395,1.4995959
491,1.3532516,-0.00031905144,1.3527784,-1.5001508,1.3527942,1.4995888
492,1.3567711,-0.00031725396,1.3563191,-1.5001498,1.3563249,1.4995807
493,1.3603182,-0.0003145242,1.35986,-1.5001495,1.3599025,1.4995831
494,1.3638754,-0.00031553293,1.3633829,-1.5001516,1.3634254,1.4995822
495,1.3674221,-0.0003116766,1.3669285,-1.5001554,1.3669579,1.4995786
496,1.3709437,-0.00031208526,1.370485,-1.500155,1.3705046,1.4995751
497,1.374488,-0.00030990213,1.3740287,-1.5001558,1.3740335,1.4995738
498,1.3780593,-0.0003101843,1.3775518,-1.500157,1.377592,1.4995761
499,1.381599,-0.00030992142,1.3810968,-1.500161,1.3811159,1.4995736
500,1.3851221,-0.00031177996,1.3846397,-1.5001597,1.3846518,1.4995725
501,1.3886671,-0.0003155918,1.3881817,-1.500159,1.3881911,1.4995728
502,1.392238,-0.00031596425,1.3917056,-1.5001601,1.3917255,1.4995735
503,1.3957788,-0.00031833607,1.3952501,-1.5001626,1.3952265,1.4995725
504,1.3993027,-0.00032189154,1.3988029,-1.5001616,1.3987373,1.4995728
505,1.4028491,-0.00032843935,1.402343,-1.5001608,1.4022694,1.4995694
506,1.406418,-0.00032818722,1.4058682,-1.5001616,1.4057848,1.4995658
507,1.4099576,-0.00033070834,1.4094135,-1.5001638,1.4093289,1.4995654
508,1.4134822,-0.00033184688,1.4129469,-1.5001637,1.4128846,1.4995675
509,1.4170276,-0.0003329999,1.4164885,-1.5001668,1.4164127,1.4995663
510,1.4205964,-0.00033171586,1.4200091,-1.500172,1.4199401,1.4995625
511,1.4241382,-0.00033263233,1.4235573,-1.5001789,1.42349,1.4995592
512,1.4276624,-0.000335067,1.4270873,-1.5001827,1.427027,1.4995573
513,1.4312067,-0.00033937485,1.4306493,-1.5001777,1.4305693,1.499559
514,1.4347733,-0.00033925613,1.4341718,-1.5001782,1.4340901,1.4995562
515,1.4383144,-0.0003408469,1.4377011,-1.5001783,1.4376335,1.4995515
516,1.4418379,-0.00034335896,1.4412502,-1.5001787,1.441193,1.4995505
517,1.4453822,-0.0003493699,1.444781,-1.500177,1.4447304,1.4995509
518,1.4489516,-0.00034656754,1.4483451,-1.5001745,1.4482561,1.499548
519,1.4524924,-0.0003533228,1.4518734,-1.5001757,1.4518003,1.4995431
520,1.4560133,-0.0003572665,1.4554023,-1.5001761,1.4553484,1.4995422
521,1.4595597,-0.00036147743,1.4589479,-1.5001757,1.458892,1.4995438
522,1.4631095,-0.00036434503,1.4624852,-1.5001755,1.4624112,1.4995406
523,1.4666525,-0.00035988603,1.466024,-1.500174,1.4659611,1.4995387
524,1.470172,-0.00035883696,1.4695461,-1.5001774,1.4695177,1.4995373
525,1.4737225,-0.0003589465,1.4730883,-1.5001818,1.4730612,1.4995382
526,1.4772664,-0.00035891507,1.4766744,-1.5001812,1.4765818,1.4995354
527,1.4808072,-0.00035735988,1.4802126,-1.5001844,1.4801271,1.4995309
528,1.4843346,-0.0003570759,1.4837384,-1.500188,1.4836799,1.499529
529,1.4878769,-0.00035795098,1.4872829,-1.5001951,1.4872255,1.4995308
530,1.4914232,-0.00035642082,1.4908401,-1.5001948,1.4907415,1.4995283
531,1.4949652,-0.00035738485,1.4943836,-1.5001947,1.4942921,1.4995269
532,1.4984912,-0.00035744905,1.4979101,-1.5001957,1.4978347,1.4995253
533,1.5020336,-0.00035903716,1.5014557,-1.5001981,1.5013788,1.4995276
534,1.5056043,-0.0003573082,1.5049964,-1.5001954,1.5049007,1.4995259
535,1.5091444,-0.00035811192,1.5085355,-1.5001982,1.5084432,1.4995261
536,1.5126675,-0.0003613598,1.5120579,-1.5002037,1.5120058,1.4995259
537,1.5162147,-0.00036684802,1.5156051,-1.5002102,1.5155505,1.499525
538,1.5197793,-0.000366883,1.5191461,-1.5002127,1.5190738,1.4995211
539,1.5233185,-0.0003693328,1.522691,-1.500206,1.5226192,1.499515
540,1.5268445,-0.0003727586,1.5262129,-1.5002029,1.526181,1.4995141
541,1.5303891,-0.0003788488,1.5297581,-1.5001975,1.529719,1.4995131
542,1.533946,-0.00037800867,1.5333081,-1.500198,1.5332415,1.4995089
543,1.5374907,-0.0003783952,1.5368546,-1.500195,1.5367907,1.499503
544,1.541012,-0.00037830716,1.5403754,-1.5001957,1.5403395,1.499502
545,1.5445635,-0.00037878496,1.5439249,-1.5001966,1.5438799,1.4995035
546,1.548097,-0.00037768806,1.5474797,-1.5001947,1.5474039,1.4995025
547,1.5516342,-0.00037754903,1.551025,-1.5001924,1.5509251,1.4995002
548,1.5551544,-0.00038022135,1.5545465,-1.5001942,1.5544733,1.4994936
549,1.5587021,-0.00038393826,1.5580978,-1.5001935,1.5580032,1.4994897
550,1.5622338,-0.0003887614,1.5616419,-1.5001937,1.5615283,1.4994832
551,1.5657784,-0.00038507357,1.5651838,-1.50019,1.5650705,1.4994826
552,1.569301,-0.00038553803,1.5687087,-1.5001909,1.5686289,1.4994801
553,1.5728476,-0.00038548984,1.5722564,-1.500188,1.5721656,1.4994805
554,1.5763814,-0.0003850453,1.5757996,-1.5001864,1.5756872,1.4994777
555,1.5799186,-0.0003884449,1.5793434,-1.5001887,1.5792341,1.4994766
556,1.5834385,-0.00039536064,1.582869,-1.5001904,1.582791,1.4994762
557,1.5869853,-0.00040036815,1.5864116,-1.5001965,1.5863357,1.499477
558,1.5905555,-0.0004053811,1.5899739,-1.5001941,1.5898576,1.4994746
559,1.5940976,-0.00040025663,1.5935178,-1.5001996,1.593402,1.4994712
560,1.5976164,-0.0003979175,1.5970404,-1.5002035,1.596961,1.4994701
561,1.6011622,-0.0003971875,1.600585,-1.5002097,1.6005021,1.4994702
562,1.6047387,-0.0003973358,1.6041309,-1.5002104,1.6040243,1.4994683
563,1.6082779,-0.0003974017,1.6076756,-1.5002065,1.6075674,1.4994631
564,1.611802,-0.00039939242,1.6111958,-1.5002056,1.6111178,1.4994624
565,1.6153461,-0.00040301512,1.6147444,-1.5002047,1.614659,1.4994628
566,1.6189184,-0.00040347603,1.6182933,-1.5002055,1.6181815,1.4994605
567,1.6224589,-0.00040441137,1.621835,-1.500203,1.6217272,1.4994587
568,1.6259831,-0.00040692443,1.6253573,-1.5002049,1.6252775,1.4994583
569,1.6295261,-0.0004121801,1.6289034,-1.5002072,1.6288089,1.4994602
570,1.6330898,-0.00041279514,1.6324489,-1.5002052,1.6323172,1.499461
571,1.6366321,-0.00041434178,1.6359903,-1.5002033,1.6358646,1.499458
572,1.6401557,-0.0004168845,1.6395155,-1.5002054,1.6394264,1.4994568
573,1.6437017,-0.00042186934,1.6430616,-1.5002067,1.6429664,1.4994576
574,1.6472676,-0.0004233977,1.6466218,-1.5002062,1.6464899,1.4994558
575,1.6508071,-0.0004219592,1.6501654,-1.5002064,1.6500345,1.4994555
576,1.6543294,-0.0004212917,1.6536888,-1.5002086,1.6536173,1.4994549
577,1.6578786,-0.00042186078,1.6572351,-1.5002133,1.657154,1.4994545
578,1.6614413,-0.00042221765,1.6607748,-1.5002177,1.6606747,1.499451
579,1.6649818,-0.00042175886,1.6643175,-1.5002109,1.6642225,1.499451
580,1.6685042,-0.0004235955,1.667836,-1.5002081,1.6678101,1.4994506
581,1.6720496,-0.00042716687,1.6713841,-1.5002077,1.6713487,1.4994496
582,1.6756097,-0.00042820707,1.6749525,-1.5002053,1.6748711,1.4994458
583,1.6791521,-0.00042965804,1.6784933,-1.500207,1.6784137,1.4994444
584,1.6826762,-0.00043130823,1.6820174,-1.5002095,1.6819986,1.499444
585,1.6862217,-0.00043597555,1.6855627,-1.5002161,1.6855378,1.499445
586,1.6897854,-0.00043408325,1.6891278,-1.5002153,1.6890593,1.4994432
587,1.6933239,-0.00043915492,1.6926677,-1.5002183,1.6926051,1.4994411
588,1.6968493,-0.0004435053,1.6961936,-1.5002201,1.6961842,1.4994417
589,1.7003946,-0.00044998463,1.6997364,-1.5002242,1.6997243,1.4994414
590,1.7039396,-0.00045157893,1.7032967,-1.5002218,1.7032431,1.4994383
591,1.7074838,-0.00044771115,1.706836,-1.5002253,1.706791,1.4994365
592,1.7110056,-0.0004469604,1.7103589,-1.5002297,1.7103668,1.4994371
593,1.7145534,-0.00044506506,1.7139077,-1.5002353,1.7139056,1.4994363
594,1.718104,-0.000445775,1.7174445,-1.5002385,1.717429,1.4994323
595,1.7216486,-0.00044480636,1.7209903,-1.5002327,1.7209729,1.499431
596,1.7251709,-0.00044565296,1.7245092,-1.5002308,1.7245579,1.4994311
597,1.7287174,-0.0004465766,1.7280577,-1.5002294,1.7280972,1.4994308
598,1.7322693,-0.00044568433,1.7316087,-1.50023,1.7316184,1.4994279
599,1.7358129,-0.0004443925,1.7351525,-1.5002278,1.7351607,1.4994247
600,1.7393357,-0.0004446957,1.7386729,-1.5002288,1.7387309,1.4994246
601,1.7428814,-0.000445671,1.7422212,-1.5002298,1.7422707,1.4994217
602,1.7464242,-0.00044421773,1.7457685,-1.5002298,1.7457951,1.4994159
603,1.7499665,-0.00044532752,1.7493138,-1.500226,1.7493389,1.4994097
604,1.7534883,-0.0004490341,1.7528352,-1.5002271,1.7529093,1.4994116
605,1.7570368,-0.00045578484,1.7563833,-1.5002259,1.7564477,1.4994048
606,1.7605815,-0.00045853446,1.7599425,-1.5002245,1.7599715,1.4993994
607,1.7641263,-0.0004539721,1.7634863,-1.500223,1.7635185,1.499396
608,1.767647,-0.00045281064,1.7670105,-1.5002236,1.7670764,1.4993908
609,1.771195,-0.00044924222,1.7705545,-1.5002278,1.7706168,1.4993953
610,1.7747456,-0.000448862,1.7740945,-1.500228,1.7741386,1.499398
611,1.7782921,-0.00044773836,1.7776371,-1.5002283,1.7776856,1.4993998
612,1.7818137,-0.00044917734,1.7811592,-1.5002315,1.7812431,1.4993984
613,1.7853596,-0.00044962738,1.7847036,-1.5002373,1.7847861,1.4994013
614,1.7889111,-0.00044906564,1.7882637,-1.5002344,1.7883062,1.4994006
615,1.7924548,-0.0004473272,1.7918065,-1.5002398,1.7918545,1.4994004
616,1.7959772,-0.00044786787,1.7953281,-1.5002434,1.795405,1.4993999
617,1.7995228,-0.00044809026,1.7988741,-1.5002491,1.7989486,1.4994009
618,1.8030697,-0.00044678897,1.8024113,-1.5002497,1.8024694,1.4993986
619,1.806611,-0.00044713088,1.8059479,-1.500248,1.8060172,1.4993979
620,1.810138,-0.00044718356,1.8094735,-1.5002475,1.8095748,1.4993987
621,1.8136815,-0.00044914352,1.8130215,-1.5002481,1.81312,1.4993982
622,1.8172307,-0.00044842798,1.816592,-1.5002466,1.8166404,1.4993955
623,1.820774,-0.00044740931,1.8201334,-1.5002478,1.820191,1.4993943
624,1.8242986,-0.00045090925,1.8236583,-1.5002505,1.8237425,1.4993937
625,1.8278474,-0.000455048,1.8272007,-1.5002565,1.8272877,1.4993953
626,1.8314013,-0.0004590976,1.8307709,-1.5002526,1.830809,1.4993933
627,1.8349458,-0.00045333972,1.8343104,-1.5002587,1.8343568,1.4993925
628,1.8384638,-0.00045130192,1.8378322,-1.500263,1.8379115,1.4993918
629,1.8420143,-0.000450564,1.8413781,-1.5002687,1.8414574,1.4993931
630,1.8455601,-0.00045074665,1.8449225,-1.5002712,1.8449777,1.4993908
631,1.8491013,-0.0004501423,1.8484674,-1.5002663,1.8485268,1.4993905
632,1.8526248,-0.0004536602,1.8519866,-1.5002651,1.8520755,1.4993913
633,1.8561734,-0.00045823725,1.855536,-1.5002655,1.855619,1.499391
634,1.859718,-0.00046222593,1.8590932,-1.5002644,1.8591386,1.4993882
635,1.8632623,-0.00045595405,1.8626393,-1.5002643,1.8626897,1.4993869
636,1.8667794,-0.0004539966,1.8661637,-1.5002663,1.8662418,1.4993862
637,1.8703285,-0.00045370712,1.8697108,-1.5002681,1.8697883,1.4993868
638,1.8738813,-0.00045488877,1.8732572,-1.5002685,1.8733085,1.499385
639,1.8774234,-0.00045151624,1.8767995,-1.5002651,1.8768581,1.499384
640,1.8809451,-0.00045128525,1.8803228,-1.5002646,1.880423,1.4993831
641,1.8844923,-0.00044982473,1.8838681,-1.5002654,1.883963,1.4993826
642,1.8880459,-0.00045018407,1.8874083,-1.5002656,1.8874873,1.4993799
643,1.8915906,-0.00044922862,1.8909491,-1.5002649,1.891032,1.4993776
644,1.8951129,-0.0004504277,1.8944726,-1.5002673,1.8946148,1.4993789
645,1.8986607,-0.0004528611,1.8980155,-1.5002726,1.8981533,1.4993756
646,1.9022079,-0.00045213653,1.9015816,-1.5002717,1.9016747,1.4993708
647,1.9057518,-0.00045174052,1.9051218,-1.5002748,1.9052217,1.4993654
648,1.909274,-0.00045267455,1.9086465,-1.5002787,1.9087884,1.4993627
649,1.9128228,-0.00045414324,1.9121906,-1.5002854,1.9123294,1.4993653
650,1.9163741,-0.0004540574,1.9157528,-1.5002847,1.9158504,1.4993653
651,1.9199171,-0.00045262626,1.9192941,-1.5002863,1.9193969,1.499365
652,1.9234403,-0.00045461167,1.9228188,-1.500287,1.922969,1.4993656
653,1.9269867,-0.0004571614,1.9263647,-1.5002903,1.9265103,1.499364
654,1.9305289,-0.00045578368,1.9299238,-1.5002904,1.9300318,1.4993606
655,1.9340678,-0.00045764225,1.9334645,-1.5002887,1.9335774,1.4993548
656,1.9375907,-0.000462724,1.9369874,-1.5002894,1.9371479,1.4993571
657,1.9411386,-0.00046905328,1.9405329,-1.5002916,1.9406868,1.4993501
658,1.9446847,-0.0004721226,1.9440783,-1.5002916,1.9442067,1.4993443
659,1.9482287,-0.0004673347,1.9476202,-1.5002903,1.9477541,1.4993403
660,1.9517486,-0.00046573457,1.9511458,-1.5002931,1.9513034,1.4993349
661,1.9552977,-0.00046531853,1.9546932,-1.5002962,1.9548458,1.4993393
662,1.9588534,-0.0004672301,1.9582481,-1.5002961,1.9583675,1.4993422
663,1.9623939,-0.0004656612,1.9617926,-1.5002948,1.9619145,1.4993451
664,1.965916,-0.00046542723,1.9653159,-1.5002948,1.9654683,1.4993445
665,1.9694614,-0.00046618926,1.9688625,-1.5002955,1.9690145,1.4993472
666,1.9730127,-0.00046502097,1.9723926,-1.5002949,1.9725337,1.499346
667,1.9765538,-0.0004631938,1.9759191,-1.5002962,1.9760841,1.4993461
668,1.9800785,-0.00046662957,1.9794362,-1.5003002,1.9796325,1.4993474
669,1.9836262,-0.00046980023,1.9829971,-1.5002991,1.9831768,1.4993473
670,1.98717,-0.00046904804,1.9865271,-1.5002996,1.9866973,1.4993443
671,1.9907138,-0.00047099995,1.9900566,-1.5002993,1.9902471,1.4993434
672,1.9942387,-0.00047138723,1.9936002,-1.5003009,1.993804,1.4993426
673,1.997781,-0.0004743604,1.9971464,-1.5002978,1.9973482,1.4993446
674,2.0013452,-0.0004739919,2.000686,-1.5002972,2.0008686,1.4993427
675,2.0048862,-0.0004752237,2.004214,-1.5002991,2.0044174,1.4993417
676,2.0084105,-0.00047717328,2.0077622,-1.5003004,2.0079758,1.4993421
677,2.0119548,-0.0004825307,2.0113058,-1.5003,2.0115218,1.4993429
678,2.0155222,-0.00048176927,2.0148478,-1.5002967,2.0150425,1.4993415
679,2.0190613,-0.0004853939,2.0183709,-1.500297,2.0185907,1.4993402
680,2.0225866,-0.00048748174,2.0219178,-1.500298,2.0221353,1.4993397
681,2.0261314,-0.0004912229,2.0254564,-1.5002985,2.0256767,1.4993421
682,2.0296922,-0.00049240113,2.0289984,-1.5002965,2.0292,1.499341
683,2.033234,-0.0004893435,2.0325212,-1.5002972,2.032748,1.4993386
684,2.0367556,-0.00048847316,2.0360684,-1.500297,2.0362961,1.4993385
685,2.0403056,-0.00048875506,2.0396342,-1.5002959,2.0398395,1.4993387
686,2.0438592,-0.0004897604,2.0431755,-1.5002967,2.0433621,1.4993358
687,2.0473995,-0.00048841233,2.0467002,-1.5002985,2.0469098,1.4993312
688,2.0509224,-0.0004894793,2.050247,-1.5003041,2.0504556,1.4993302
689,2.054471,-0.00049127446,2.0538085,-1.5003062,2.0539963,1.4993318
690,2.0580008,-0.00049403287,2.05735,-1.500301,2.0575206,1.4993308
691,2.0615516,-0.00049303006,2.0608697,-1.5002984,2.0610664,1.4993309
692,2.0650566,-0.00049154455,2.0644183,-1.5002975,2.0646174,1.4993316
693,2.0686078,-0.0004896399,2.067983,-1.5002962,2.0681572,1.4993327
694,2.0721464,-0.00048785447,2.0715232,-1.5002986,2.0716832,1.4993294
695,2.0757554,-0.00048468972,2.0750492,-1.5003024,2.0752258,1.4993253
696,2.079297,-0.00048667053,2.078592,-1.5003086,2.0787754,1.4993255
697,2.0828214,-0.0004906079,2.0821557,-1.500305,2.0823188,1.4993277
698,2.0863676,-0.00049575395,2.0856955,-1.500311,2.0858424,1.4993262
699,2.0899334,-0.0004946467,2.0892184,-1.5003157,2.0893896,1.4993259
700,2.0934734,-0.00049676973,2.092765,-1.5003215,2.0929391,1.4993263
701,2.0969985,-0.0004974716,2.0963004,-1.5003246,2.096483,1.4993266
