frame,leader_x,leader_y,f1_x,f1_y
473,1.6490903,0.00025009035,1.6490651,-1.4999466
474,1.6524858,0.00025041116,1.6524624,-1.4999472
475,1.6559927,0.0002536637,1.6559658,-1.4999446
476,1.6595781,0.00025432752,1.6595511,-1.499944
477,1.6630424,0.00025590282,1.6630157,-1.4999437
478,1.6664276,0.0002568106,1.6664025,-1.4999434
479,1.669941,0.00026043443,1.669916,-1.4999405
480,1.6735247,0.00026021554,1.6734989,-1.4999408
481,1.6769876,0.0002615253,1.6769611,-1.4999397
482,1.6803832,0.0002618302,1.6803573,-1.4999396
483,1.6838841,0.00026523342,1.6838607,-1.4999365
484,1.6874688,0.0002655004,1.6874467,-1.4999386
485,1.6909337,0.00026698117,1.6909043,-1.4999372
486,1.6943209,0.00026794532,1.694307,-1.4999378
487,1.6978339,0.0002713924,1.6978151,-1.4999343
488,1.701419,0.00027036853,1.7013984,-1.4999342
489,1.7048753,0.00027207533,1.7048671,-1.4999343
490,1.7082735,0.0002723915,1.7082534,-1.4999341
491,1.7117733,0.000275449,1.7117641,-1.4999313
492,1.715359,0.00027568088,1.7153428,-1.4999324
493,1.7188169,0.0002772499,1.7188029,-1.4999312
494,1.7222207,0.00027766373,1.7222002,-1.4999309
495,1.7257224,0.00028127304,1.7257025,-1.4999281
496,1.7293079,0.000282594,1.7292863,-1.4999286
497,1.7327747,0.00028354768,1.7327482,-1.4999275
498,1.7361622,0.00028472906,1.7361443,-1.4999274
499,1.7396827,0.00028845205,1.7396485,-1.4999243
500,1.7432653,0.0002874615,1.7432307,-1.4999243
501,1.7467248,0.00028924656,1.7466923,-1.499923
502,1.7501262,0.00028968253,1.7500918,-1.4999235
503,1.7536291,0.00029228203,1.7535911,-1.4999205
504,1.7572159,0.00029321283,1.7571757,-1.4999206
505,1.7606795,0.00029462797,1.7606366,-1.4999194
506,1.7640812,0.00029470643,1.7640316,-1.4999195
507,1.7675819,0.00029759333,1.7675351,-1.4999164
508,1.7711679,0.0002983037,1.7711186,-1.4999162
509,1.7746341,0.0002994178,1.7745794,-1.4999149
510,1.7780185,0.00030037272,1.7779776,-1.4999151
511,1.7815399,0.00030464388,1.7814767,-1.4999124
512,1.7851201,0.00030443622,1.7850624,-1.4999119
513,1.7885793,0.00030632183,1.7885283,-1.4999112
514,1.7919838,0.0003066491,1.7919122,-1.4999106
515,1.7954844,0.00031013487,1.7954333,-1.4999068
516,1.7990694,0.00031024916,1.7990149,-1.4999076
517,1.8025361,0.00031155132,1.8024774,-1.4999061
518,1.8059382,0.00031205767,1.8058755,-1.499906
519,1.8094429,0.00031495088,1.8093752,-1.4999033
520,1.8130281,0.00031531078,1.8129607,-1.499903
521,1.81649,0.00031688708,1.8164222,-1.4999018
522,1.8198919,0.00031728938,1.8198208,-1.4999021
523,1.8233898,0.00032003917,1.82332,-1.4998991
524,1.8269783,0.00031966768,1.8269063,-1.4999006
525,1.8304396,0.0003213939,1.8303671,-1.4998993
526,1.8338386,0.00032176194,1.8337665,-1.4998996
527,1.8373417,0.00032502942,1.837269,-1.4998971
528,1.840927,0.00032630464,1.8408538,-1.4998966
529,1.8443885,0.0003276504,1.844318,-1.4998958
530,1.847787,0.00032849918,1.8477088,-1.4998949
531,1.8512864,0.00033147572,1.8512204,-1.4998919
532,1.8548746,0.00033112336,1.8548043,-1.4998925
533,1.8583353,0.00033299119,1.8582642,-1.4998909
534,1.8617212,0.0003339983,1.861665,-1.499891
535,1.8652368,0.0003378784,1.8651626,-1.4998885
536,1.8688197,0.00033850165,1.8687491,-1.4998887
537,1.8722838,0.000339927,1.8722116,-1.4998877
538,1.8756777,0.00034031825,1.8756087,-1.4998878
539,1.8791876,0.00034398158,1.879114,-1.499885
540,1.8827733,0.00034298009,1.8827,-1.4998853
541,1.8862343,0.00034498423,1.8861617,-1.4998841
542,1.889622,0.00034571858,1.8895613,-1.499884
543,1.8931363,0.00034942792,1.8930613,-1.4998814
544,1.8967199,0.00034846048,1.8966461,-1.4998807
545,1.9001757,0.00035038087,1.9001117,-1.4998802
546,1.9035794,0.0003506432,1.9034963,-1.499879
547,1.9070789,0.00035360604,1.9070102,-1.4998758
548,1.9106677,0.00035346695,1.9105929,-1.4998764
549,1.9141312,0.0003549963,1.9140555,-1.4998753
550,1.9175341,0.00035550725,1.9174508,-1.4998751
551,1.9210367,0.00035967966,1.9209557,-1.499872
552,1.92462,0.00036080484,1.9245398,-1.4998728
553,1.9280866,0.0003623536,1.9280021,-1.4998714
554,1.9314846,0.00036313088,1.9313899,-1.4998709
555,1.9349824,0.00036637313,1.9349054,-1.4998679
556,1.9385674,0.00036574726,1.9384878,-1.4998683
557,1.9420282,0.00036752966,1.9419487,-1.4998665
558,1.9454312,0.00036781962,1.9453493,-1.4998667
559,1.9489374,0.00037188322,1.9488473,-1.4998643
560,1.9525242,0.0003730989,1.9524325,-1.4998637
561,1.9559906,0.0003736801,1.9558975,-1.4998628
562,1.9593797,0.00037462724,1.9592817,-1.4998624
563,1.9628882,0.0003785794,1.962801,-1.4998585
564,1.9664726,0.0003776225,1.9663825,-1.4998579
565,1.9699323,0.00037955644,1.9698474,-1.4998573
566,1.9733323,0.00038016582,1.9732434,-1.4998568
567,1.9768364,0.0003830564,1.9767523,-1.4998536
568,1.9804232,0.00038578638,1.9803394,-1.4998546
569,1.9838858,0.00038628682,1.9837995,-1.4998529
570,1.9872777,0.00038711244,1.9871974,-1.4998527
571,1.9907899,0.00039063508,1.9907017,-1.4998496
572,1.9943758,0.00039106124,1.9942862,-1.4998496
573,1.9978361,0.000393098,1.997747,-1.4998484
574,2.0012405,0.0003937354,2.0011468,-1.4998486
575,2.0047467,0.00039770684,2.0046458,-1.499846
576,2.0083363,0.0003993602,2.00823,-1.4998466
577,2.0118003,0.00040018035,2.011692,-1.4998453
578,2.0151806,0.00040163615,2.01509,-1.499845
579,2.018701,0.0004059063,2.0185924,-1.4998423
580,2.0222838,0.0004055582,2.0221765,-1.4998426
581,2.0257442,0.00040771323,2.025639,-1.4998411
582,2.0291438,0.00040865433,2.0290365,-1.4998412
583,2.032644,0.00041196108,2.032538,-1.4998381
584,2.0362296,0.000411506,2.0361252,-1.4998387
585,2.03969,0.00041339203,2.0395856,-1.4998375
586,2.0430932,0.00041410557,2.042983,-1.4998379
587,2.0465956,0.00041834233,2.0464883,-1.4998345
588,2.0501819,0.0004197456,2.050074,-1.4998347
589,2.0536466,0.00042069788,2.0535357,-1.4998335
590,2.0570369,0.00042165798,2.0569346,-1.4998333
591,2.0605516,0.00042563892,2.060436,-1.499831
592,2.0641346,0.00042598456,2.0640209,-1.4998317
593,2.0675979,0.0004280549,2.067482,-1.4998304
594,2.070993,0.0004286783,2.0708869,-1.4998304
595,2.0744977,0.00043274325,2.0743904,-1.4998266
596,2.0780826,0.00043319847,2.0779753,-1.4998255
597,2.0815432,0.0004349123,2.0814426,-1.4998246
598,2.084946,0.00043558457,2.084827,-1.4998238
599,2.0884519,0.00043947602,2.0883489,-1.49982
600,2.0920362,0.0004407668,2.0919294,-1.4998214
601,2.0955045,0.00044236163,2.0953906,-1.4998199
602,2.0988853,0.00044357008,2.0987883,-1.4998201
603,2.1024113,0.00044848194,2.1022878,-1.4998173
604,2.105991,0.0004485806,2.1058738,-1.4998174
605,2.1094522,0.0004506483,2.1093376,-1.499816
606,2.1128519,0.0004511889,2.1127214,-1.4998156
607,2.1163578,0.000454384,2.1162403,-1.4998118
608,2.1199458,0.00045493487,2.1198235,-1.4998137
609,2.1234114,0.00045659114,2.1232789,-1.499812
610,2.1267986,0.00045790322,2.1266835,-1.4998121
611,2.1303136,0.00046203396,2.1301856,-1.4998087
612,2.133896,0.0004621371,2.1337695,-1.4998072
613,2.1373565,0.00046415383,2.1372387,-1.4998066
614,2.140758,0.00046505107,2.140608,-1.4998077
615,2.14426,0.00046842304,2.144138,-1.4998021
616,2.147845,0.00046931527,2.1477137,-1.499803
617,2.1513069,0.00047140112,2.1511717,-1.4998013
618,2.1547058,0.0004722335,2.15458,-1.4998013
619,2.1582057,0.00047531133,2.1580837,-1.4997982
620,2.161791,0.0004755258,2.161671,-1.4997951
621,2.165252,0.0004774194,2.1651328,-1.4997957
622,2.1686525,0.0004779257,2.168514,-1.4997951
623,2.1721532,0.00048060063,2.172036,-1.4997902
624,2.1757414,0.00048284253,2.1756198,-1.4997888
625,2.1792061,0.00048355875,2.1790864,-1.4997882
626,2.1825788,0.00048349155,2.1824663,-1.4997886
627,2.1861062,0.00048949453,2.1859925,-1.499783
628,2.1896815,0.0004894009,2.189569,-1.4997829
629,2.1931458,0.0004916879,2.1930313,-1.499781
630,2.196531,0.000492992,2.1964145,-1.4997798
631,2.2000494,0.0004970716,2.1999352,-1.4997762
632,2.203628,0.000497411,2.2035165,-1.4997762
633,2.2070897,0.00049971044,2.2069829,-1.499775
634,2.2104902,0.0005005508,2.2103639,-1.499774
635,2.2139935,0.00050369045,2.2138824,-1.49977
636,2.217583,0.00050417305,2.2174652,-1.499771
637,2.2210464,0.0005062158,2.220928,-1.499769
638,2.2244437,0.00050744315,2.2243133,-1.4997679
639,2.2279456,0.00051116006,2.2278311,-1.4997636
640,2.2315304,0.00051205634,2.2314098,-1.4997637
641,2.2349906,0.00051407976,2.2348742,-1.4997616
642,2.238391,0.0005149423,2.2382615,-1.4997607
643,2.2418926,0.0005186906,2.2417734,-1.4997575
644,2.2454774,0.00051883084,2.2453563,-1.4997573
645,2.2489374,0.0005208932,2.2488222,-1.499756
646,2.2523382,0.0005214447,2.2522058,-1.4997549
647,2.2558427,0.0005258644,2.2557263,-1.499751
648,2.2594237,0.0005265619,2.259308,-1.4997505
649,2.2628882,0.0005282636,2.262769,-1.4997487
650,2.2662938,0.0005294141,2.2661672,-1.4997485
651,2.2697964,0.0005335691,2.2696717,-1.499745
652,2.2733836,0.00053539296,2.2732582,-1.4997455
653,2.2768502,0.00053579506,2.2767181,-1.4997439
654,2.2802413,0.0005370606,2.2801206,-1.4997439
655,2.2837703,0.0005433205,2.2836251,-1.499741
656,2.2873468,0.0005429631,2.2872107,-1.4997407
657,2.2908113,0.000545464,2.2906733,-1.4997388
658,2.294217,0.0005463989,2.2940755,-1.4997387
659,2.2977202,0.000550741,2.2975798,-1.499736
660,2.3013089,0.00055287546,2.3011665,-1.4997339
661,2.3047736,0.00055339554,2.3046331,-1.4997333
662,2.308149,0.0005548797,2.3080077,-1.4997336
663,2.3116696,0.0005589059,2.311537,-1.4997274
664,2.3152485,0.00055936293,2.3151143,-1.4997269
665,2.3187082,0.0005618367,2.3185754,-1.4997249
666,2.3221078,0.00056259346,2.3219616,-1.4997241
667,2.325612,0.00056598126,2.3254755,-1.4997203
668,2.3291974,0.0005672954,2.3290555,-1.4997205
669,2.3326614,0.0005690459,2.3325148,-1.4997188
670,2.336051,0.00057073345,2.335917,-1.4997183
671,2.3395636,0.0005746596,2.3394191,-1.4997154
672,2.3431487,0.0005735662,2.3430068,-1.4997145
673,2.3466048,0.0005760292,2.346472,-1.4997134
674,2.3500094,0.0005765606,2.349855,-1.4997122
675,2.3535092,0.00058057945,2.3533757,-1.4997078
676,2.3570962,0.0005822011,2.3569555,-1.4997084
677,2.3605616,0.00058284326,2.3604186,-1.4997064
678,2.363943,0.0005840956,2.3638043,-1.4997057
679,2.367459,0.00058831193,2.3673217,-1.4997013
680,2.3710372,0.0005891702,2.3709052,-1.4997015
681,2.3745005,0.000591619,2.3743665,-1.4996996
682,2.377886,0.0005930392,2.3777642,-1.4996988
683,2.3814003,0.0005971356,2.3812675,-1.4996948
684,2.3849838,0.000597979,2.384854,-1.4996948
685,2.3884459,0.0006000778,2.3883162,-1.4996932
686,2.3918414,0.0006009332,2.3917112,-1.4996927
687,2.395347,0.0006050889,2.3952143,-1.4996886
688,2.3989336,0.00060610037,2.398797,-1.4996898
689,2.4023967,0.0006084002,2.4022586,-1.4996876
690,2.4057977,0.0006094881,2.405646,-1.4996867
691,2.4092975,0.000613087,2.4091618,-1.499683
692,2.4128828,0.0006151134,2.412741,-1.499683
693,2.4163477,0.00061715924,2.4161994,-1.499681
694,2.4197352,0.00061905803,2.4195995,-1.4996805
695,2.42325,0.00062335515,2.4231026,-1.4996774
696,2.426833,0.0006241029,2.4266875,-1.4996763
697,2.4302945,0.00062652596,2.43015,-1.4996748
698,2.433694,0.0006278287,2.433547,-1.4996738
699,2.4371915,0.0006313173,2.4370506,-1.4996705
700,2.4407787,0.00063343364,2.4406347,-1.4996705
701,2.4442441,0.0006350772,2.4440963,-1.4996687
702,2.4476287,0.0006369841,2.447497,-1.4996685
703,2.4511495,0.00064164895,2.4510016,-1.4996654
704,2.4547327,0.00064175983,2.4545863,-1.4996649
705,2.4581938,0.0006440545,2.4580503,-1.4996636
706,2.4615936,0.0006454039,2.4614472,-1.4996632
707,2.4650946,0.00064906885,2.4649515,-1.4996594
708,2.468682,0.0006503831,2.4685369,-1.4996592
709,2.4721484,0.00065230957,2.4719965,-1.4996574
710,2.4755366,0.00065423676,2.4753954,-1.4996572
711,2.4790516,0.000658402,2.4788978,-1.4996542
712,2.482634,0.0006580708,2.4824831,-1.4996519
713,2.4860945,0.00066053617,2.4859486,-1.4996514
714,2.4894938,0.00066136126,2.4893253,-1.4996514
715,2.493,0.0006651241,2.4928546,-1.4996462
716,2.4965863,0.00066586386,2.4964314,-1.4996458
717,2.5000482,0.00066816056,2.4998932,-1.4996439
718,2.503449,0.00066945364,2.5032825,-1.4996425
719,2.5069551,0.0006732127,2.5068002,-1.4996382
720,2.5105398,0.0006747632,2.5103831,-1.499639
721,2.5140023,0.00067710545,2.5138416,-1.499637
722,2.5174007,0.00067772204,2.5172462,-1.4996367
723,2.5209026,0.0006812169,2.5207489,-1.4996325
724,2.5244875,0.0006829941,2.5243354,-1.4996302
725,2.5279527,0.0006843388,2.5278022,-1.4996302
726,2.531336,0.00068498135,2.531195,-1.4996285
727,2.534858,0.0006907086,2.5347157,-1.4996233
728,2.538436,0.0006909664,2.5382912,-1.4996237
729,2.541898,0.00069358957,2.5417514,-1.4996214
730,2.5452936,0.0006951613,2.5451548,-1.4996212
731,2.5488055,0.0006991101,2.5486617,-1.4996171
732,2.5523882,0.0006989351,2.5522454,-1.4996159
733,2.5558445,0.0007018585,2.555712,-1.4996148
734,2.5592427,0.0007030618,2.5591033,-1.4996141
735,2.5627458,0.00070659537,2.56261,-1.4996101
736,2.566332,0.0007077729,2.566193,-1.4996109
737,2.5697963,0.0007099379,2.5696518,-1.4996086
738,2.5731804,0.0007119689,2.5730565,-1.4996082
739,2.5766957,0.0007166492,2.5765631,-1.4996041
740,2.580274,0.00071725255,2.5801487,-1.4996034
741,2.5837348,0.0007198039,2.5836165,-1.4996023
742,2.5871391,0.0007208346,2.5870025,-1.4996008
743,2.5906363,0.00072421593,2.5905204,-1.4995965
744,2.5942237,0.00072523893,2.5941007,-1.4995964
745,2.597688,0.00072759506,2.5975626,-1.4995941
746,2.601081,0.0007293395,2.6009634,-1.4995936
747,2.6045935,0.0007337158,2.60447,-1.4995905
748,2.6081767,0.00073355803,2.6080573,-1.4995894
749,2.6116354,0.0007360494,2.6115203,-1.4995875
750,2.6150362,0.00073710096,2.6149228,-1.4995869
751,2.6185355,0.0007405248,2.6184208,-1.4995836
752,2.6221225,0.00074293773,2.6220083,-1.499582
753,2.625588,0.0007440914,2.6254714,-1.4995801
754,2.6289806,0.00074599654,2.6288586,-1.499579
755,2.6324928,0.0007507571,2.632375,-1.4995744
756,2.636078,0.0007511094,2.6359568,-1.499574
757,2.6395383,0.0007535416,2.6394203,-1.4995716
758,2.6429393,0.00075493456,2.642821,-1.499571
759,2.64644,0.00075849093,2.6463215,-1.4995677
760,2.6500254,0.00076041743,2.649908,-1.4995672
761,2.6534894,0.00076281413,2.653371,-1.4995651
762,2.656883,0.00076376635,2.6567562,-1.4995639
763,2.6603897,0.0007683934,2.6602702,-1.4995598
764,2.6639776,0.00076928793,2.663851,-1.4995596
765,2.6674407,0.00077173894,2.667307,-1.4995573
766,2.6708407,0.00077299494,2.6707003,-1.4995556
767,2.674347,0.00077680236,2.6742065,-1.4995525
768,2.677935,0.0007778065,2.6777925,-1.4995517
769,2.6813993,0.0007800674,2.681257,-1.4995499
770,2.6847842,0.0007819147,2.6846316,-1.4995501
771,2.6883008,0.0007863169,2.6881552,-1.4995444
772,2.6918793,0.000786918,2.6917343,-1.4995428
773,2.695342,0.00078951975,2.695197,-1.4995404
774,2.6987302,0.00079128024,2.6985815,-1.4995385
775,2.702247,0.0007956422,2.7021012,-1.499534
776,2.7058272,0.0007963105,2.7056823,-1.4995337
777,2.7092948,0.00079878327,2.7091398,-1.4995311
778,2.7126775,0.000799201,2.7125378,-1.4995308
779,2.716201,0.00080515124,2.7160394,-1.4995269
780,2.719782,0.0008067884,2.7196257,-1.4995254
781,2.7232473,0.0008093229,2.7230885,-1.4995236
782,2.7266288,0.00081151637,2.726482,-1.4995228
783,2.730152,0.00081654487,2.7299912,-1.4995184
784,2.7337337,0.00081667653,2.7335756,-1.4995184
785,2.7371936,0.0008196364,2.737037,-1.4995159
786,2.740589,0.0008210492,2.7404253,-1.4995146
787,2.7440948,0.0008256193,2.7439387,-1.4995108
788,2.7476807,0.000826612,2.7475233,-1.4995105
789,2.751141,0.0008293233,2.7509844,-1.4995081
790,2.754544,0.0008304995,2.7543895,-1.4995074
791,2.758048,0.00083417824,2.7578897,-1.4995044
792,2.7616365,0.00083644997,2.7614782,-1.4995031
793,2.7651014,0.0008388014,2.764943,-1.4995015
794,2.768491,0.0008410095,2.768334,-1.4994998
795,2.7719986,0.00084496936,2.7718492,-1.4994959
796,2.775582,0.00084614154,2.7754312,-1.4994956
797,2.7790434,0.0008488176,2.7788932,-1.4994935
798,2.7824438,0.00085054984,2.782291,-1.4994926
799,2.7859406,0.0008542942,2.7857912,-1.4994892
800,2.7895265,0.00085662963,2.7893786,-1.4994879
801,2.7929885,0.00085918186,2.7928443,-1.4994861
802,2.796389,0.0008609557,2.79622,-1.4994863
803,2.7998865,0.00086477445,2.7997465,-1.4994802
804,2.8034732,0.00086663844,2.8033295,-1.499481
805,2.806938,0.00086902804,2.8067875,-1.4994786
806,2.8103282,0.00087094435,2.810191,-1.4994782
807,2.813841,0.00087536883,2.8136957,-1.4994736
808,2.8174262,0.00087616016,2.817277,-1.4994725
809,2.8208911,0.00087875134,2.8207421,-1.4994704
810,2.8242772,0.0008807152,2.8241436,-1.4994695
811,2.8277948,0.00088530395,2.827647,-1.4994657
812,2.8313813,0.00088595087,2.8312328,-1.4994648
813,2.8348444,0.0008886985,2.8346953,-1.4994627
814,2.838238,0.000890377,2.8380928,-1.4994615
815,2.8417416,0.00089482544,2.8415923,-1.4994577
816,2.8453283,0.000896675,2.8451793,-1.4994563
817,2.8487895,0.00089937216,2.8486414,-1.4994541
818,2.8521864,0.0009004903,2.852037,-1.499453
819,2.8556905,0.0009051059,2.8555484,-1.4994487
820,2.859277,0.0009056157,2.8591344,-1.4994485
821,2.8627386,0.0009085755,2.8625927,-1.499446
822,2.8661404,0.0009101209,2.865996,-1.4994453
823,2.8696394,0.00091359095,2.8694994,-1.4994402
824,2.8732262,0.00091561215,2.8730838,-1.4994392
825,2.8766904,0.0009177006,2.87655,-1.4994367
826,2.8800766,0.0009200796,2.879947,-1.4994354
827,2.883595,0.0009248917,2.8834498,-1.4994314
828,2.8871777,0.00092463964,2.8870358,-1.4994296
829,2.8906367,0.0009277688,2.8905003,-1.4994277
830,2.8940375,0.000928758,2.8938813,-1.4994262
831,2.8975365,0.0009332184,2.8974087,-1.4994209
832,2.9011235,0.00093745627,2.9009848,-1.4994209
833,2.9045863,0.0009384761,2.9044518,-1.4994179
834,2.9079652,0.0009389362,2.9078283,-1.4994179
835,2.911502,0.000946924,2.9113572,-1.4994115
836,2.9150753,0.0009479189,2.914933,-1.4994105
837,2.91855,0.0009503637,2.9183948,-1.4994079
838,2.9219255,0.00095229916,2.9217803,-1.4994067
839,2.925454,0.00095930224,2.9252985,-1.4994017
840,2.9290292,0.0009598788,2.928879,-1.499402
841,2.9324906,0.0009628859,2.93234,-1.4994
842,2.9358883,0.0009644891,2.9357455,-1.4993981
843,2.9393919,0.0009688141,2.9392447,-1.4993949
844,2.942977,0.00097125384,2.942832,-1.4993935
845,2.9464433,0.0009733989,2.9462962,-1.4993911
846,2.94982,0.0009741303,2.9496863,-1.4993894
847,2.9533474,0.000981197,2.9532,-1.4993852
848,2.9569235,0.0009826906,2.956784,-1.4993844
849,2.9603846,0.0009857117,2.9602408,-1.4993815
850,2.9637723,0.0009879379,2.9636402,-1.4993806
851,2.9672856,0.0009928824,2.9671466,-1.499377
852,2.9708703,0.0009939285,2.9707344,-1.4993758
853,2.974331,0.0009969774,2.9741979,-1.4993733
854,2.9777312,0.0009988138,2.9775953,-1.4993722
855,2.9812307,0.0010031178,2.9810982,-1.4993681
856,2.984817,0.001005168,2.9846823,-1.4993665
857,2.9882798,0.0010081732,2.9881446,-1.4993637
858,2.9916866,0.0010097008,2.9915352,-1.499362
859,2.9951909,0.0010152567,2.995046,-1.4993573
860,2.998775,0.0010169207,2.9986284,-1.4993565
861,3.0022411,0.001019771,3.0020866,-1.499354
862,3.005637,0.0010216595,3.005496,-1.4993526
863,3.0091405,0.0010265198,3.0089996,-1.4993471
864,3.012724,0.0010275518,3.0125887,-1.4993458
865,3.016184,0.0010308146,3.0160565,-1.4993434
866,3.019584,0.0010321473,3.0194335,-1.499343
867,3.0230815,0.0010365708,3.022961,-1.4993364
868,3.0266674,0.0010386684,3.0265386,-1.4993347
869,3.0301325,0.001041207,3.030001,-1.4993322
870,3.0335193,0.0010435894,3.0333982,-1.4993308
871,3.037038,0.001048489,3.0369031,-1.499326
872,3.0406175,0.001049967,3.040486,-1.4993253
873,3.0440822,0.001053537,3.0439487,-1.499323
874,3.0474863,0.001055343,3.0473595,-1.4993217
875,3.0509915,0.0010594054,3.0508575,-1.4993179
876,3.054579,0.00106092,3.0544434,-1.4993134
877,3.0580401,0.001064167,3.0579035,-1.4993129
878,3.0614376,0.0010659436,3.0612814,-1.4993134
879,3.0649397,0.0010707537,3.0648081,-1.499307
880,3.0685246,0.0010723751,3.0683894,-1.4993049
881,3.071985,0.0010755679,3.0718534,-1.4993024
882,3.0753841,0.0010771167,3.0752509,-1.4993011
883,3.0788903,0.0010817348,3.0787594,-1.4992961
884,3.0824766,0.001084124,3.0823443,-1.499295
885,3.0859404,0.0010870887,3.085807,-1.4992923
886,3.0893404,0.0010893327,3.08921,-1.499291
887,3.092839,0.0010937502,3.0927105,-1.499287
888,3.096425,0.001095676,3.0962973,-1.499286
889,3.0998905,0.0010984133,3.0997593,-1.4992833
890,3.103267,0.0010995644,3.103164,-1.4992814
891,3.1067905,0.0011061901,3.1066732,-1.4992768
892,3.1103678,0.0011073751,3.110259,-1.4992752
893,3.1138277,0.0011109369,3.113723,-1.4992723
894,3.1172345,0.001112741,3.117124,-1.4992706
895,3.1207347,0.0011179522,3.1206245,-1.4992661
896,3.1243224,0.0011220688,3.1242092,-1.4992639
897,3.127785,0.0011232315,3.1276739,-1.4992608
898,3.1311662,0.0011255185,3.1310606,-1.4992586
899,3.134698,0.0011329,3.1345794,-1.4992539
900,3.1382732,0.0011332143,3.1381638,-1.4992527
901,3.141742,0.001137351,3.1416261,-1.4992495
902,3.1451216,0.0011389216,3.1450257,-1.4992479
903,3.1486435,0.0011451076,3.1485298,-1.4992433
904,3.152222,0.0011464286,3.1521146,-1.4992411
905,3.1556823,0.0011500767,3.1555805,-1.4992385
906,3.1590862,0.0011516844,3.1589637,-1.4992379
907,3.162591,0.0011569723,3.1624856,-1.4992318
908,3.1661775,0.0011597626,3.166068,-1.4992307
909,3.1696424,0.0011626183,3.1695297,-1.4992282
910,3.173025,0.001165418,3.1729372,-1.4992266
911,3.1765463,0.0011711799,3.1764417,-1.4992219
912,3.1801295,0.0011719193,3.1800294,-1.4992185
913,3.1835883,0.001175248,3.1834939,-1.4992175
914,3.1869907,0.0011771339,3.1868815,-1.4992146
915,3.1904945,0.001181364,3.190401,-1.4992089
916,3.1940804,0.0011835131,3.1939852,-1.4992079
917,3.1975462,0.0011865083,3.1974514,-1.4992046
918,3.2009327,0.0011889656,3.200838,-1.4992026
919,3.2044508,0.0011944913,3.2043521,-1.4991975
920,3.2080343,0.0011955765,3.2079341,-1.4991968
921,3.2114947,0.0011992592,3.2113955,-1.499194
922,3.214892,0.0012009662,3.2148066,-1.499192
923,3.2184,0.0012059542,3.2183142,-1.499185
924,3.2219858,0.0012078978,3.2218986,-1.4991832
925,3.2254484,0.0012105044,3.2253678,-1.4991801
926,3.2288358,0.0012131642,3.2287445,-1.4991795
927,3.2323544,0.0012187513,3.2322733,-1.499172
928,3.2359385,0.001218625,3.2358475,-1.4991698
929,3.2393935,0.0012224144,3.2393093,-1.4991667
930,3.2427716,0.0012247728,3.2426963,-1.4991646
931,3.2462947,0.0012307543,3.2462096,-1.49916
932,3.2498715,0.0012324357,3.2497902,-1.4991575
933,3.2533357,0.0012361428,3.2532537,-1.4991547
934,3.2567263,0.0012388168,3.256654,-1.4991523
935,3.260239,0.0012438459,3.2601583,-1.499148
936,3.263822,0.0012462812,3.2637446,-1.4991466
937,3.2672868,0.0012495734,3.2672095,-1.4991438
938,3.2706704,0.0012526417,3.2706175,-1.499142
939,3.274187,0.0012582768,3.2741253,-1.4991369
940,3.2777693,0.0012588402,3.2777128,-1.4991329
941,3.2812293,0.0012623846,3.2811775,-1.499131
942,3.284632,0.0012643045,3.2845716,-1.4991289
943,3.2881336,0.0012690785,3.2880878,-1.4991237
944,3.291721,0.0012717389,3.291673,-1.4991229
945,3.295186,0.0012749388,3.295137,-1.49912
946,3.2985768,0.0012778671,3.29854,-1.4991175
947,3.3020864,0.0012831305,3.3020387,-1.499113
948,3.3056715,0.0012849693,3.3056254,-1.4991107
949,3.3091319,0.0012887751,3.3090901,-1.4991078
950,3.3125353,0.0012906934,3.3124983,-1.4991057
951,3.3160331,0.0012955363,3.3160055,-1.4991001
952,3.3196194,0.0012989234,3.319591,-1.4990972
953,3.3230836,0.0013022117,3.3230572,-1.4990945
954,3.3264744,0.0013050901,3.3264391,-1.499092
955,3.3299887,0.0013101264,3.3299623,-1.499086
956,3.3335733,0.0013126424,3.3335397,-1.4990853
957,3.3370337,0.0013163468,3.3370044,-1.4990824
958,3.340442,0.0013187794,3.3404064,-1.499081
959,3.3439407,0.0013242086,3.3439126,-1.4990757
960,3.3475292,0.0013282918,3.347496,-1.4990731
961,3.350997,0.0013305794,3.3509648,-1.4990705
962,3.354387,0.0013341235,3.3543382,-1.4990696
963,3.3579063,0.0013406806,3.3578663,-1.4990618
964,3.3614914,0.0013416653,3.361442,-1.4990596
965,3.3649507,0.001345193,3.3649063,-1.4990563
966,3.3683589,0.0013476775,3.3683069,-1.4990544
967,3.371863,0.0013531119,3.3718152,-1.4990499
968,3.3754497,0.0013588535,3.375402,-1.4990464
969,3.3789117,0.0013600036,3.3788674,-1.4990441
970,3.3823035,0.0013636966,3.3822474,-1.4990425
971,3.3858147,0.0013688195,3.385772,-1.4990352
972,3.3893995,0.0013712781,3.3893497,-1.499033
973,3.3928635,0.0013738611,3.3928137,-1.4990296
974,3.396245,0.0013749768,3.3961997,-1.4990274
975,3.3997715,0.0013821606,3.399716,-1.4990216
976,3.403347,0.0013847457,3.4032955,-1.49902
977,3.406811,0.0013889429,3.4067543,-1.499017
978,3.4101946,0.0013916825,3.410161,-1.4990141
979,3.4137146,0.0013976996,3.4136608,-1.4990095
980,3.4172957,0.0013994465,3.4172482,-1.4990051
981,3.420757,0.0014032496,3.4207149,-1.499003
982,3.424146,0.0014066417,3.4240992,-1.4990005
